"Indicator","Age Group","Country","Sex","Year","WHO region","Display Value","Numeric","Low","High","Comments"
"BMI ? 30 (age-standardized estimate)","20+","","Both sexes","2008","Western Pacific","5.9 [4.9-6.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","","Both sexes","2008","Global","12.1 [11.6-12.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","","Male","2008","Low income","2.6 [2.0-3.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","","Male","2008","Lower middle income","4.7 [4.0-5.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","","Male","2008","Upper middle income","19.5 [18.0-21.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","","Male","2008","High income","21.8 [20.5-23.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","","Female","2008","Low income","5.1 [4.4-6.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","","Female","2008","Lower middle income","8.4 [7.3-9.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","","Female","2008","Upper middle income","28.9 [27.2-30.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","","Female","2008","High income","21.6 [20.0-23.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","","Both sexes","2008","Low income","3.9 [3.4-4.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","","Both sexes","2008","Lower middle income","6.5 [5.9-7.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","","Both sexes","2008","Upper middle income","24.5 [23.3-25.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","","Both sexes","2008","High income","21.7 [20.6-22.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Afghanistan","Male","2008","Eastern Mediterranean","1.5 [0.1-5.2]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Albania","Male","2008","Europe","21.7 [11.9-31.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Algeria","Male","2008","Africa","10.7 [6.5-16.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Andorra","Male","2008","Europe","25.7 [12.9-39.0]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Angola","Male","2008","Africa","3.8 [0.5-10.8]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Antigua and Barbuda","Male","2008","Americas","18.1 [6.8-32.0]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Argentina","Male","2008","Americas","27.4 [20.4-35.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Armenia","Male","2008","Europe","14.4 [9.8-19.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Australia","Male","2008","Western Pacific","25.2 [22.1-28.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Austria","Male","2008","Europe","19.2 [9.8-28.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Azerbaijan","Male","2008","Europe","15.8 [11.5-20.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Bahamas","Male","2008","Americas","26.7 [12.8-41.1]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Bahrain","Male","2008","Eastern Mediterranean","28.9 [21.3-36.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Bangladesh","Male","2008","South-East Asia","1.0 [0.3-2.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Barbados","Male","2008","Americas","21.6 [11.7-31.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Belarus","Male","2008","Europe","19.7 [7.4-34.4]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Belgium","Male","2008","Europe","21.2 [14.4-27.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Belize","Male","2008","Americas","24.4 [18.5-29.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Benin","Male","2008","Africa","3.5 [2.2-5.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Bhutan","Male","2008","South-East Asia","4.7 [1.7-8.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Bolivia (Plurinational State of)","Male","2008","Americas","10.0 [4.6-17.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Bosnia and Herzegovina","Male","2008","Europe","22.7 [16.2-29.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Botswana","Male","2008","Africa","3.0 [1.8-4.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Brazil","Male","2008","Americas","16.5 [12.7-20.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Brunei Darussalam","Male","2008","Western Pacific","8.5 [2.0-19.9]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Bulgaria","Male","2008","Europe","22.0 [16.0-27.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Burkina Faso","Male","2008","Africa","1.7 [0.5-4.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Burundi","Male","2008","Africa","2.8 [0.3-8.6]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Cambodia","Male","2008","Western Pacific","1.6 [0.9-2.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Cameroon","Male","2008","Africa","7.0 [3.9-11.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Canada","Male","2008","Americas","24.6 [21.8-27.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Cape Verde","Male","2008","Africa","6.3 [4.2-8.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Central African Republic","Male","2008","Africa","2.0 [0.2-6.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Chad","Male","2008","Africa","2.4 [0.8-5.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Chile","Male","2008","Americas","24.5 [18.6-29.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","China","Male","2008","Western Pacific","4.6 [3.5-5.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Colombia","Male","2008","Americas","11.9 [9.0-15.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Comoros","Male","2008","Africa","3.5 [0.6-9.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Congo","Male","2008","Africa","2.8 [0.8-6.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Cook Islands","Male","2008","Western Pacific","59.7 [52.4-67.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Costa Rica","Male","2008","Americas","20.9 [14.9-26.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","C?te d'Ivoire","Male","2008","Africa","3.9 [1.3-7.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Croatia","Male","2008","Europe","22.8 [14.4-31.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Cuba","Male","2008","Americas","13.3 [7.9-20.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Cyprus","Male","2008","Europe","24.8 [18.4-32.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Czech Republic","Male","2008","Europe","30.5 [25.7-35.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Democratic People's Republic of Korea","Male","2008","South-East Asia","3.7 [0.5-10.9]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Democratic Republic of the Congo","Male","2008","Africa","0.7 [0.2-2.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Denmark","Male","2008","Europe","17.1 [10.5-23.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Djibouti","Male","2008","Eastern Mediterranean","6.7 [1.3-16.2]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Dominica","Male","2008","Americas","10.1 [7.3-13.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Dominican Republic","Male","2008","Americas","14.4 [8.1-22.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Ecuador","Male","2008","Americas","15.7 [8.0-25.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Egypt","Male","2008","Eastern Mediterranean","22.5 [16.5-28.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","El Salvador","Male","2008","Americas","20.2 [11.2-29.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Equatorial Guinea","Male","2008","Africa","7.9 [1.3-21.0]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Eritrea","Male","2008","Africa","1.3 [0.6-2.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Estonia","Male","2008","Europe","20.2 [12.0-28.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Ethiopia","Male","2008","Africa","0.9 [0.3-1.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Fiji","Male","2008","Western Pacific","21.3 [14.3-28.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Finland","Male","2008","Europe","21.0 [16.8-25.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","France","Male","2008","Europe","16.8 [13.3-20.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Gabon","Male","2008","Africa","8.4 [5.3-12.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Gambia","Male","2008","Africa","2.3 [0.8-5.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Georgia","Male","2008","Europe","15.9 [5.7-29.3]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Germany","Male","2008","Europe","23.1 [18.8-27.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Ghana","Male","2008","Africa","4.4 [3.0-5.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Greece","Male","2008","Europe","18.8 [13.0-24.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Grenada","Male","2008","Americas","14.9 [5.1-28.1]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Guatemala","Male","2008","Americas","13.8 [8.2-21.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Guinea","Male","2008","Africa","4.3 [0.7-10.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Guinea-Bissau","Male","2008","Africa","2.6 [0.4-7.5]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Guyana","Male","2008","Americas","8.3 [1.8-19.2]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Haiti","Male","2008","Americas","8.4 [1.9-19.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Honduras","Male","2008","Americas","12.9 [6.6-22.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Hungary","Male","2008","Europe","26.2 [17.0-36.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Iceland","Male","2008","Europe","23.4 [15.0-32.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","India","Male","2008","South-East Asia","1.3 [0.9-1.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Indonesia","Male","2008","South-East Asia","2.5 [1.5-3.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Iran (Islamic Republic of)","Male","2008","Eastern Mediterranean","13.6 [10.9-16.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Iraq","Male","2008","Eastern Mediterranean","22.3 [17.2-27.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Ireland","Male","2008","Europe","25.7 [22.5-29.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Israel","Male","2008","Europe","23.2 [19.3-27.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Italy","Male","2008","Europe","19.3 [15.3-23.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Jamaica","Male","2008","Americas","10.0 [7.6-12.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Japan","Male","2008","Western Pacific","5.5 [4.4-6.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Jordan","Male","2008","Eastern Mediterranean","27.3 [23.4-31.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Kazakhstan","Male","2008","Europe","20.2 [9.0-32.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Kenya","Male","2008","Africa","2.5 [0.5-6.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Kiribati","Male","2008","Western Pacific","37.7 [31.2-44.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Kuwait","Male","2008","Eastern Mediterranean","37.2 [32.4-42.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Kyrgyzstan","Male","2008","Europe","11.7 [5.0-21.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Lao People's Democratic Republic","Male","2008","Western Pacific","1.7 [0.5-3.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Latvia","Male","2008","Europe","21.5 [13.2-30.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Lebanon","Male","2008","Eastern Mediterranean","26.4 [22.8-29.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Lesotho","Male","2008","Africa","3.1 [0.4-8.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Liberia","Male","2008","Africa","3.1 [0.5-8.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Libya","Male","2008","Eastern Mediterranean","21.5 [17.5-25.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Lithuania","Male","2008","Europe","23.9 [15.3-32.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Luxembourg","Male","2008","Europe","24.5 [14.4-35.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Madagascar","Male","2008","Africa","1.8 [0.8-3.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Malawi","Male","2008","Africa","2.6 [1.7-3.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Malaysia","Male","2008","Western Pacific","10.4 [8.1-13.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Maldives","Male","2008","South-East Asia","6.5 [1.1-16.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Mali","Male","2008","Africa","2.4 [1.0-4.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Malta","Male","2008","Europe","26.1 [16.0-36.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Marshall Islands","Male","2008","Western Pacific","38.8 [30.8-47.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Mauritania","Male","2008","Africa","4.3 [1.5-8.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Mauritius","Male","2008","Africa","12.9 [7.3-20.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Mexico","Male","2008","Americas","26.7 [22.4-30.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Micronesia (Federated States of)","Male","2008","Western Pacific","30.9 [23.5-38.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Monaco","Male","2008","Europe","...","","","","
        No data available.  Estimate could not be calculated due to lack of covariate data.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Mongolia","Male","2008","Western Pacific","11.9 [9.6-14.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Montenegro","Male","2008","Europe","22.8 [9.6-37.3]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Morocco","Male","2008","Eastern Mediterranean","11.1 [6.8-17.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Mozambique","Male","2008","Africa","2.6 [1.4-4.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Myanmar","Male","2008","South-East Asia","2.0 [1.2-3.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Namibia","Male","2008","Africa","4.3 [2.4-6.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Nauru","Male","2008","Western Pacific","67.5 [60.1-74.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Nepal","Male","2008","South-East Asia","1.4 [0.3-3.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Netherlands","Male","2008","Europe","16.1 [12.5-19.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","New Zealand","Male","2008","Western Pacific","26.2 [22.8-29.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Nicaragua","Male","2008","Americas","16.8 [8.7-26.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Niger","Male","2008","Africa","1.5 [0.9-2.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Nigeria","Male","2008","Africa","5.1 [2.3-8.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Niue","Male","2008","Western Pacific","...","","","","
        No data available.  Estimate could not be calculated due to lack of covariate data.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Norway","Male","2008","Europe","21.6 [16.8-26.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Oman","Male","2008","Eastern Mediterranean","19.4 [13.2-25.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Pakistan","Male","2008","Eastern Mediterranean","3.5 [1.4-6.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Palau","Male","2008","Western Pacific","44.9 [29.4-60.0]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Panama","Male","2008","Americas","19.4 [12.7-26.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Papua New Guinea","Male","2008","Western Pacific","11.8 [8.6-16.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Paraguay","Male","2008","Americas","16.2 [5.1-31.5]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Peru","Male","2008","Americas","11.1 [8.4-14.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Philippines","Male","2008","Western Pacific","4.5 [2.7-6.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Poland","Male","2008","Europe","22.9 [18.7-26.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Portugal","Male","2008","Europe","20.4 [14.9-25.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Qatar","Male","2008","Eastern Mediterranean","30.8 [26.6-35.6]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Republic of Korea","Male","2008","Western Pacific","6.9 [5.4-8.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Republic of Moldova","Male","2008","Europe","10.0 [2.2-22.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Romania","Male","2008","Europe","16.3 [9.2-24.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Russian Federation","Male","2008","Europe","18.4 [15.1-21.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Rwanda","Male","2008","Africa","4.9 [0.7-13.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Saint Kitts and Nevis","Male","2008","Americas","32.0 [25.5-39.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Saint Lucia","Male","2008","Americas","11.9 [4.7-22.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Saint Vincent and the Grenadines","Male","2008","Americas","16.4 [6.1-29.4]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Samoa","Male","2008","Western Pacific","45.3 [37.5-53.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","San Marino","Male","2008","Europe","...","","","","
        No data available.  Estimate could not be calculated due to lack of covariate data.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Sao Tome and Principe","Male","2008","Africa","6.4 [4.1-8.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Saudi Arabia","Male","2008","Eastern Mediterranean","29.5 [25.5-34.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Senegal","Male","2008","Africa","3.2 [0.8-7.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Serbia","Male","2008","Europe","25.5 [21.4-29.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Seychelles","Male","2008","Africa","15.1 [10.0-21.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Sierra Leone","Male","2008","Africa","3.6 [2.3-5.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Singapore","Male","2008","Western Pacific","6.6 [4.8-8.5]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Slovakia","Male","2008","Europe","24.9 [11.5-39.3]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Slovenia","Male","2008","Europe","28.1 [13.8-42.6]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Solomon Islands","Male","2008","Western Pacific","25.3 [18.6-31.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Somalia","Male","2008","Eastern Mediterranean","3.4 [0.5-9.2]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","South Africa","Male","2008","Africa","23.2 [18.9-26.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Spain","Male","2008","Europe","24.9 [21.1-29.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Sri Lanka","Male","2008","South-East Asia","2.6 [1.6-3.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Sudan","Male","2008","Eastern Mediterranean","4.1 [0.7-10.4]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Suriname","Male","2008","Americas","16.5 [5.8-29.9]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Swaziland","Male","2008","Africa","6.1 [1.1-15.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Sweden","Male","2008","Europe","18.2 [13.6-23.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Switzerland","Male","2008","Europe","18.3 [11.6-24.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Syrian Arab Republic","Male","2008","Eastern Mediterranean","23.8 [17.6-29.9]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Tajikistan","Male","2008","Europe","8.0 [1.7-18.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Thailand","Male","2008","South-East Asia","4.9 [3.6-6.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","The former Yugoslav Republic of Macedonia","Male","2008","Europe","21.6 [8.9-36.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Timor-Leste","Male","2008","South-East Asia","1.5 [0.2-5.4]","","","","
        No country data available.  Estimate modelled using data from other countries and specific country characteristics.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Togo","Male","2008","Africa","3.0 [0.5-8.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Tonga","Male","2008","Western Pacific","49.1 [42.0-56.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Trinidad and Tobago","Male","2008","Americas","21.6 [10.5-32.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Tunisia","Male","2008","Eastern Mediterranean","13.9 [7.8-21.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Turkey","Male","2008","Europe","22.8 [20.0-25.4]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Turkmenistan","Male","2008","Europe","13.9 [4.7-27.7]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Tuvalu","Male","2008","Western Pacific","...","","","","
        No data available.  Estimate could not be calculated due to lack of covariate data.        
      "
"BMI ? 30 (age-standardized estimate)","20+","Uganda","Male","2008","Africa","4.3 [0.7-12.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Ukraine","Male","2008","Europe","15.5 [5.0-29.8]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","United Arab Emirates","Male","2008","Eastern Mediterranean","30.2 [23.7-37.0]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","United Kingdom","Male","2008","Europe","24.4 [21.6-27.3]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","United Republic of Tanzania","Male","2008","Africa","4.0 [1.3-8.1]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","United States of America","Male","2008","Americas","30.2 [27.5-33.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Uruguay","Male","2008","Americas","20.7 [15.1-26.2]","","","",""
"BMI ? 30 (age-standardized estimate)","20+","Uzbekistan","Male","2008","Europe","14.5 [9.0-20.6]","","","",""
